199339	354/KOL/2003	"HITACHI INDUSTRIAL EQUIPMENT SYSTEMS CO., LTD."	0
201354	91/CHE/2004	YAZAKI ENERGY SYSTEM CORPORATION	0
201494	121/CHE/2004	MITSUBISHI DENKI KABUSHIKI KAISHA	0
202160	332/CHE/2004	KABUSHIKI KAISHA TOYOTA JIDOSHOKKI	0
202161	1448/CHENP/2004	TOYO BOSEKI KABUSHIKI KAISHA	0
202199	454/CHE/2004	KABUSHIKI KAISHA TOYOTA JIDOSHOKKI	0
202914	110/CHE/2004	NSK WARNER K.K.	0
203545	2678/CHENP/2004	YKK CORPORATION	0
205518	420/KOL/2003	"NIPPON SHOKUBAI CO., LTD."	0
206571	795/MUMNP/2005	MATSUSHITA ELECTRIC INDUSTRIAL CO LTD	0
206691	231/CHE/2004	"NIPPON SHOKUBAI CO., LTD."	0
209397	3039/CHENP/2004	NEC CORPORATION	0
209474	1034/MUMNP/2005	PIONEER CORPORATION	0
211119	1035/MUMNP/2005	PIONEER CORPORATION	0
213657	642/KOLNP/2005	YOSHINO SEKKO K.K.	0
213662	829/KOLNP/2005	KUBOTA CORPORATION	0
213759	297/KOLNP/2005	ASAHI KASEI LIFE & LIVING CORPORATION	0
215417	568/CHENP/2005	"NIPPO CO., LTD."	0
216056	1499/KOLNP/2005	MITSUBISHI CHEMICAL CORPORATION	0
217790	497/DEL/2004	TOYOTA JIDOSHA KABUSHIKI KAISHA	0
228359	5054/DELNP/2005	"DAIKIN INDUSTRIES, LTD."	0
231851	3736/KOLNP/2006	"DAINIPPON INK AND CHEMICALS, INC."	0
232636	477/CHE/2006	"NTT DOCOMO, INC."	0
233831	2281/DEL/2004	"MAX CO., LTD."	0
233963	959/KOLNP/2006	ASAHI KASEI FIBERS CORPORATION	0
234018	927/KOLNP/2005	"ASAHI KASEI MEDICAL CO., LTD."	0
234073	1243/CHE/2006	KABUSHIKI KAISHA TOYOTA JIDOSHOKKI	0
234176	1234/CHE/2006	SEIKO EPSON CORPORATION	0
234181	570/CHE/2006	"NTT DOCOMO, INC."	0
234280	842/DELNP/2006	"OTSUKA PHARMACEUTICAL CO., LTD."	0
234413	573/CHE/2006	"NTT DOCOMO, INC."	0
234437	1243/MUMNP/2006	PIONEER CORPORATION	0
234540	4354/DELNP/2005	NIPPON STEEL CORPORATION	0
234543	3816/DELNP/2006	NIPPON STEEL CORPORATION	0
234728	1516/MUMNP/2006	PANASONIC CORPORATION	0
234789	1785/KOLNP/2006	FUJIKURA LTD.	0
234819	1658/CHE/2006	KUBOTA CORPORATION	0
234939	419/MUMNP/2006	DAIO PAPER CORPORATION	0
234980	3167/CHENP/2006	MITSUBISHI DENKI KABUSHIKI KAISHA	0
235080	2412/KOLNP/2005	YOSHINO SEKKO K.K.	0
235148	1329/MUM/2006	NTN CORPORATION	0
235217	3269/CHENP/2006	MITSUBISHI CHEMICAL CORPORATION	0
235222	4625/CHENP/2006	MITSUBISHI CHEMICAL CORPORATION	0
235293	1303/CHE/2006	MITSUBISHI DENKI KABUSHIKI KAISHA	0
235454	2544/KOLNP/2006	SATAKE CORPORATION	0
235478	927/MUMNP/2006	JX NIPPON MINING & METALS CORPORATION	0
235539	688/KOLNP/2006	"OTSUKA PHARMACEUTICAL CO., LTD."	0
235657	1478/KOLNP/2006	"NIPPON SHOKUBAI CO., LTD."	0
235726	373/DELNP/2006	MITSUBISHI CHEMICAL CORPORATION	0
235758	58/KOL/2007	"HITACHI, LTD."	0
235845	2206/KOLNP/2005	FUJIKURA LTD.	0
235848	623/KOLNP/2005	KANEKA CORPORATION	0
236245	1645/KOLNP/2006	MITSUBISHI CHEMICAL CORPORATION	0
236285	310/KOL/2005	KABUSHIKI KAISHA HONDA LOCK	0
236324	592/KOLNP/2004	MITSUBISHI CHEMICAL CORPORATION	0
236472	1087/CHE/2006	MITSUBISHI DENKI KABUSHIKI KAISHA	0
236561	529/KOLNP/2007	ASAHI KASEI CHEMICALS CORPORATION	0
236586	1519/KOLNP/2005	PANASONIC CORPORATION	0
236621	1216/DEL/2006	"TOYODA GOSEI CO., LTD."	0
236685	463/KOLNP/2006	PANASONIC CORPORATION	0
236824	3610/CHENP/2006	MITSUBISHI CHEMICAL CORPORATION	0
236858	3247/CHENP/2006	MITSUBISHI CHEMICAL CORPORATION	0
236860	577/CHENP/2006	PANASONIC CORPORATION	0
236865	524/CHE/2006	"NTT DOCOMO, INC."	0
236867	523/CHE/2006	"NTT DOCOMO, INC."	0
236903	408/KOLNP/2006	NIPPON STEEL CORPORATION	0
236926	1836/KOLNP/2004	"TOYAMA CHEMICAL CO., LTD."	0
236974	2566/CHENP/2004	MITSUBA CORPORATION	0
237032	2163/CHENP/2004	PANASONIC CORPORATION	0
237083	3747/CHENP/2006	KEIHIN CORPORATION	0
237308	2337/CHENP/2006	"NIPPON SHINYAKU CO., LTD."	0
237492	286/KOL/2004	"NIPPON SHOKUBAI CO., LTD."	0
237585	3535/CHENP/2006	KEIHIN CORPORATION	0
237587	3537/CHENP/2006	KEIHIN CORPORATION	0
237593	1683/CHE/2006	KUBOTA CORPORATION	0
237597	4019/CHENP/2006	MITSUBISHI CHEMICAL CORPORATION	0
237643	32/CHENP/2007	MITSUBISHI CHEMICAL CORPORATION	0
237684	411/MUMNP/2008	NIPPON STEEL CORPORATION	0
237713	1557/CHE/2006	"NTT DOCOMO, INC."	0
237723	1511/CHE/2006	"NTT DOCOMO, INC."	0
237841	2428/KOLNP/2005	ASAHI KASEI CHEMICALS CORPORATION	0
238028	4251/DELNP/2005	NIPPON STEEL CORPORATION	0
238031	1983/DELNP/2006	"SEKISUI MEDICAL CO., LTD."	0
238058	323/CHE/2007	MITSUBISHI DENKI KABUSHIKI KAISHA	0
238071	17/CHENP/2007	MITSUBISHI CHEMICAL CORPORATION	0
238213	4213/CHENP/2006	FUJIKURA LTD.	0
238299	1732/KOLNP/2005	OILES CORPORATION	0
238315	2803/DELNP/2005	NIPPON STEEL CORPORATION	0
238532	127/MUM/2007	"MITSUBISHI HEAVY INDUSTRIES MACHINERY SYSTEMS, LTD."	0
238534	3541/CHENP/2006	KEIHIN CORPORATION	0
238608	1022/CHENP/2007	AJINOMOTO CO INC	0
238631	1043/DELNP/2005	TMT MACHINERY INC	0
238773	1657/CHE/2006	KUBOTA CORPORATION	0
238787	1974/CHENP/2006	"KYOWA HAKKO BIO CO., LTD."	0
238841	342/KOLNP/2005	PANASONIC CORPORATION	0
238966	48/MUMNP/2006	PIONEER CORPORATION	0
239041	888/KOLNP/2005	YAZAKI CORPORATION	0
239063	3327/CHENP/07	AJINOMOTO CO INC	0
239106	52/KOLNP/2007	PANASONIC CORPORATION	0
239150	383/KOLNP/2006	"NGK INSULATORS, LTD.;NGK ADREC CO. LTD."	0
239233	199/CHE/2007	TOYO DENSO KABUSHIKI KAISHA	0
239356	577/CHE/2006	"NTT DOCOMO, INC."	0
239461	1486/KOLNP/2006	"NIPPON SHOKUBAI CO., LTD."	0
239508	678/KOLNP/2005	"MITSUI MINING & SMELTING CO., LTD."	0
239614	2768/DELNP/2006	NIPPON STEEL CORPORATION	0
239654	49/DEL/2006	KAO CORPORATION	0
239668	1625/CHENP/2005	PANASONIC CORPORATION	0
239824	204/CHE/2005	KUBOTA CORPORATION	0
239991	373/KOL/2003	FUJIKURA LTD.	0
240103	1501/CHE/2006	"NTT DOCOMO, INC."	0
240120	2695/DEL/2006	"SUMITOMO WIRING SYSTEMS, LTD."	0
240134	2281/CHE/2006	"NISSIN KOGYO CO., LTD."	0
240165	2285/CHE/2006	"NISSIN KOGYO CO., LTD."	0
240174	2284/CHE/2006	"NISSIN KOGYO CO., LTD."	0
240242	91/DELNP/2006	"OTSUKA PHARMACEUTICAL CO., LTD."	0
240266	803/CHE/2007	MITSUBISHI DENKI KABUSHIKI KAISHA	0
240350	2761/DEL/2006	SEIKO EPSON CORPORATION	0
240421	1616/CHE/2006	KABUSHIKI KAISHA TOSHIBA	0
240454	274/MUMNP/2006	PIONEER CORPORATION	0
240530	2673/CHENP/2006	YKK CORPORATION	0
240553	1516/CHE/2006	"NTT DOCOMO, INC."	0
240695	4324/CHENP/2006	MIKUNI CORPORATION	0
240697	230/CHE/2005	KUBOTA CORPORATION	0
240724	3469/DELNP/2005	NIPPON STEEL CORPORATION	0
240825	5896/DELNP/2006	NIPPON STEEL CORPORATION	0
240830	4259/DELNP/2006	NIPPON STEEL&SUMIKIN STAINLESS STEEL COR	0
240852	464/CHE/2007	KUBOTA CORPORATION	0
240855	1513/CHE/2006	"NTT DOCOMO, INC."	0
240870	318/MUMNP/2006	PANASONIC CORPORATION	0
240959	1571/CHE/2006	"NTT DOCOMO, INC."	0
241159	681/CHENP/2007	YAZAKI CORPORATION	0
241326	2827/CHENP/2007	IBIDEN CO LTD	0
241372	2024/DELNP/2006	"SEKISUI MEDICAL CO., LTD."	0
241405	00942/CHENP/05	NOF CORPORATION	0
241487	514/CHE/2005	YKK CORPORATION	0
241507	2216/CHENP/2005	"NIPPON SHOKUBAI CO., LTD."	0
241531	782/CHE/2006	"NTT DOCOMO, INC."	0
241652	2743/DELNP/2004	MITSUBISHI CHEMICAL CORPORATION	0
241686	97/DEL/2007	"TOYODA GOSEI CO., LTD."	0
241732	282/CHE/2003	"CHLORINE ENGINEERS CORP., LTD."	0
241887	1236/CHENP/2006	KYOWA HAKKO KIRIN CO LTD	0
241954	1259/DELNP/2006	PANASONIC CORPORATION	0
242013	4336/DELNP/2006	NIPPON STEEL CORPORATION	0
242090	929/CHE/2007	MITSUBISHI DENKI KABUSHIKI KAISHA	0
242118	2666/DELNP/2006	NIPPON STEEL CORPORATION	0
242214	1468/CHE/2006	"NTT DOCOMO, INC."	0
242272	1962/DELNP/2006	CHUGAI PHARMACEUTICAL CO LTD	0
242309	283/CHE/2005	SUMITOMO RIKO COMPANY LIMITED	0
242352	3811/KOLNP/2007	APPILI THERAPEUTICS INC.	0
242410	2742/DELNP/2004	MITSUBISHI CHEMICAL CORPORATION	0
242460	1418/DELNP/2005	"NIPPON SUISAN KAISHA, LTD."	0
242499	232/MUMNP/2007	JX NIPPON MINING & METALS CORPORATION	0
242537	2785/KOLNP/2006	TAKEDA PHARMACEUTICAL COMPANY LIMITED	0
242546	1354/KOLNP/2006	FUJIKURA LTD.	0
242554	2533/KOLNP/2006	ASAHI KASEI FIBERS CORPORATION	0
242557	881/KOLNP/2006	ASAHI KASEI CHEMICALS CORPORATION	0
242696	2767/DELNP/2006	NIPPON STEEL CORPORATION	0
242739	3754/KOLNP/2006	ASAHI KASEI CHEMICALS CORPORATION	0
242772	5082/DELNP/2006	NIPPON STEEL CORPORATION	0
242819	3382/KOLNP/2006	ASAHI KASEI CHEMICALS CORPORATION	0
242857	584/KOLNP/2005	"MITSUI MINING & SMELTING CO., LTD."	0
242866	2742/KOLNP/2005	KANEKA CORPORATION	0
242876	1498/CHE/2006	"NTT DOCOMO, INC."	0
243046	693/CHE/2007	TOYO DENSO KABUSHIKI KAISHA	0
243138	2819/DELNP/2005	NIPPON STEEL CORPORATION	0
243289	2265/DEL/2006	"HITACHI METALS, LTD."	0
243324	2606/CHENP/2007	MITSUBISHI CHEMICAL CORPORATION	0
243531	680/CHE/2007	YKK CORPORATION	0
243732	766/CHE/2005	KABUSHIKI KAISHA TOYOTA JIDOSHOKKI	0
244175	2027/KOLNP/2006	"HITACHI CONSTRUCTION MACHINERY CO., LTD."	0
